992|40.93
733|31.75
539|22.1
36|8.36
972|40.46
479|24.8
695|25.7
595|23.53
699|26.83
118|13.22
181|14.86
238|16.69
998|40.36
406|18.76
709|25.69
32|9.51
613|28.44
131|10.9
60|6.97
444|21.04
891|33.65
249|15.73
180|15.23
309|19.7
824|39.28
960|38.68
33|8.91
917|34.88
520|24.39
543|22.85
447|21.33
807|36.49
436|20.2
761|30.55
354|23.14
26|8.27
89|11.92
672|24.91
195|17.08
438|19.76
596|23.37
714|27.42
283|15.09
446|21.47
407|19.49
340|22.22
151|12.18
127|11.41
203|16.74
990|39.34
173|13.99
121|12.21
526|22.57
510|24.88
916|35.66
785|34.73
688|24.79
838|38.16
645|28.94
570|22.51
114|11.02
786|33.66
780|34.14
48|7.44
186|14.81
313|20.33
908|35.31
310|20.27
935|39.43
724|29.99
133|10.42
306|19.26
589|24.04
429|19.15
235|17.45
255|16.31
665|27.01
910|34.85
176|14.66
738|29.98
216|18.99
669|23.59
83|12.33
833|39.82
811|38.25
175|14.69
619|27.91
296|17.23
829|40
707|25.83
534|22.68
30|9.21
377|20.56
773|33.39
598|23.93
962|39.67
523|22.66
576|22.82
356|23.85
691|25.21
157|12.76
393|16.85
210|18.84
159|13.03
361|20.61
942|40.14
158|12.71
410|18.04
371|21.71
487|23.43
325|20.89
320|21.24
557|23.23
270|16.85
434|19.54
810|37.38
20|9.75
730|29.86
633|26.28
272|16.01
38|8.29
813|37.65
207|17.85
670|24.87
720|28.88
147|10.55
687|25.9
1|7.74
654|29.03
469|21.58
793|35.56
718|28.32
531|22.74
673|24.98
385|19.44
609|27.88
553|22.8
696|26.97
630|26.52
676|24.03
823|39.2
466|23.28
200|17.23
219|18.12
351|22.42
74|8.5
226|17.06
380|21.1
477|23.3
722|29.29
628|27.4
128|10.77
855|41.11
295|16.68
927|38.34
765|31.38
502|24.73
703|26.81
437|19.82
289|16.06
414|18.81
301|17.98
149|11.29
689|24.29
16|11.04
442|21
423|19.85
839|38.98
183|14.12
828|40.02
615|27.89
113|11.3
286|15.33
584|24.54
402|16.96
634|26.66
505|24.25
265|16.59
478|23.25
795|35.31
858|39.1
109|11.74
242|16.86
174|14.25
362|19.65
618|27.54
806|36.42
778|34.5
527|22.35
899|33.86
860|37.43
748|30.46
122|12.18
229|18.42
818|38.97
726|31.33
758|30.23
746|28.9
936|40.21
259|16.93
119|12.7
268|16.24
448|21.34
199|17.08
735|29.89
172|13.91
240|16.07
956|37.75
499|24.31
959|38.58
837|39.56
700|25.64
932|39.13
677|22.55
194|17.31
197|17.7
346|23.2
364|20.42
831|39.51
482|24.47
34|8.48
411|18.05
398|17.87
61|7.48
494|25.22
428|18.96
53|7.45
512|24.78
993|40.77
516|24.34
212|19.9
546|23.54
809|37.25
537|22.35
253|16.39
146|10.19
1001|38.1
679|22.9
241|16.34
247|15.18
585|24.74
450|22.07
304|18.45
386|18.24
291|15.67
897|33.19
629|26.52
779|33.89
868|36.09
55|6.8
470|21.52
970|40.47
923|37.93
587|24.34
519|24.73
521|24.27
152|11.88
803|35.69
656|28.94
415|19.14
125|11.49
808|36.79
142|10.33
646|28.23
500|24.43
922|37.82
788|33.3
886|36.42
562|22.61
5|9.48
542|22.18
525|22.59
994|41.01
90|12.1
877|36.2
635|27.03
663|28.23
866|34.87
15|10.4
318|20.65
234|17.29
844|39.71
924|37.81
853|41.01
190|16.16
856|40.68
801|34.43
2|8.05
937|40.26
208|18.75
223|17.64
267|16.43
612|27.66
827|39.42
344|23.99
214|19.03
555|22.52
835|40.47
150|11.4
390|17.32
71|8.36
559|22.92
27|8.77
538|22.5
590|23.81
45|7.65
11|8.14
276|15.94
772|32.14
12|8.42
667|25.55
816|38.69
399|17.79
349|22.92
582|23.31
417|19.12
322|20.76
490|24.33
911|34.25
294|16.5
573|22.28
845|39.23
867|35.9
883|34.88
661|28.54
75|8.49
919|37.07
749|31.73
957|37.51
879|36.11
379|21.49
848|38.41
323|20.76
164|14.37
863|36.62
698|27.05
662|28.34
869|36.66
205|17.57
480|24.81
731|30.89
262|16.92
948|39.24
504|24.73
782|35.27
904|33.47
814|36.7
987|38.7
288|15.64
433|18.78
762|30.1
705|26.68
913|35.4
330|21.83
933|38.72
955|37.75
488|23.91
915|36.47
556|22.94
717|28.72
167|14.81
206|17.79
729|29.5
88|11.32
540|21.39
29|9.14
836|40.44
894|33.28
10|8.35
568|22.65
759|30.34
8|8.85
1000|38.7
9|8.25
486|23.96
764|31.54
465|23.46
218|18.69
375|19.81
401|16.61
599|23.58
694|24.88
905|33.75
643|28.59
721|28.99
220|17.78
751|31.94
604|25.67
847|38.35
966|39
277|16.08
697|27.23
564|23.41
517|24.53
715|27.89
976|38.88
427|19.55
492|24.69
474|22.59
710|25.69
979|38.07
693|25.12
112|10.67
671|23.97
865|35.06
7|10.06
776|34.33
342|23.64
489|23.99
931|39.08
409|18.44
607|25.65
578|23.03
770|31.68
257|16.37
228|17.3
422|19.49
977|38.68
518|24.59
138|11.26
692|24.61
120|12.28
605|25.4
243|16.29
579|23.61
978|38.48
777|34.3
938|40.09
389|17.2
232|17.15
458|22.99
873|37.9
649|28.94
425|20.05
732|30.78
830|39.62
307|19.29
832|39.31
63|7.94
644|29.21
81|9.84
287|15.61
49|7.01
497|25.03
311|19.92
443|20.86
123|12.22
19|10.35
603|24.74
754|32.14
363|20.32
472|22.27
727|30.88
789|33.79
299|17.86
583|23.96
907|34.63
1005|39.41
631|27.27
3|7.72
668|25.95
108|11.57
91|12.03
684|25.45
278|15.83
834|40.46
225|17
775|33.93
678|22.66
453|22.48
768|32.16
475|22.96
72|9.21
73|9.26
383|20.07
766|31.7
713|27.19
711|25.95
968|39.41
305|19.05
106|10.79
566|23.12
140|10.53
22|9.52
601|23.55
353|21.18
397|17.4
454|22.39
648|29.74
963|39.61
686|25.37
28|8.89
395|17.85
981|40.61
851|40.75
43|8.25
949|38.55
723|30.54
246|15.65
35|8.13
18|10.71
734|31.56
507|24.56
449|21.61
177|15.17
424|20.37
781|34.82
513|24.46
581|23.72
842|39.59
137|11.43
116|11.14
352|21.65
66|8.67
682|23.9
716|27.82
571|22.39
641|28.09
529|22.74
58|6.57
995|41.73
213|19.34
476|23.25
93|12.3
902|32.98
658|29.82
388|18.21
68|7.63
321|21.12
282|15.24
188|15.54
182|14.51
739|30.37
940|40.02
926|38.05
574|22.35
742|29.8
184|14.31
239|16.43
920|36.65
179|14.98
136|11.17
115|10.65
797|35.65
989|38.9
636|27.63
567|22.86
332|21.87
404|17.61
685|25.66
303|18.57
712|26.45
982|41.16
997|39.63
625|26.25
498|24.78
895|34.18
86|11.94
580|23.63
317|20.84
274|15.83
554|22.56
798|35.13
312|20.21
418|18.76
986|38.93
341|22.63
850|40.22
743|30.44
110|11.31
903|32.66
503|24.68
467|21.96
355|23.08
906|34.02
154|12.71
168|15.7
132|10.88
928|38.54
25|9.24
245|15.37
145|10.16
65|7.96
939|40.1
163|13.61
642|28.12
111|10.75
153|12.13
826|39.64
21|9.4
96|13.04
23|8.97
439|19.97
934|39.55
231|18.66
408|18.95
358|21.76
327|21.02
638|28.06
78|9.88
97|12.88
876|36.04
821|39.35
704|26.68
974|39.99
202|17.56
69|8.45
308|19.15
51|7.67
611|27.33
485|24.31
333|22.7
725|29.99
256|16.57
187|15.33
250|15.74
170|14.66
871|37.36
292|16.1
105|10.98
326|21.36
980|40.52
209|18.39
319|20.17
843|39.76
800|35.01
382|20.77
506|24.48
495|24.66
975|39.46
161|13.88
236|16.94
592|23.3
126|11.99
624|26.83
421|19.48
76|8.61
284|15.2
508|25.01
178|15.02
544|23.58
221|17.54
189|15.43
4|8.02
967|39.23
102|12.23
881|35.98
201|17.53
314|21
185|14.56
46|7.47
456|22.08
653|29.31
302|18.8
985|39.01
42|8.05
1002|38.27
657|29.27
533|22.8
875|36.46
460|23.63
373|19.87
80|9.25
343|23.97
369|21.13
701|24.53
275|15.9
586|24.19
95|12.37
77|9.71
419|19.86
984|40.45
817|39.06
331|21.69
953|38.39
501|24.82
328|21.57
316|20.89
84|11.43
198|17.29
54|6.98
600|23.29
162|13.49
392|17.27
753|32.34
365|20.77
416|18.81
799|35.25
171|13.81
451|22.05
804|36.12
141|10.59
85|11.02
59|6.44
683|24.34
857|39.87
921|36.81
70|8.65
345|23.09
747|30.27
264|17
755|31.69
606|25.5
367|21.29
484|24.17
565|22.94
532|22.49
819|39.16
441|20.42
887|36.98
890|33.61
430|18.59
627|27.1
522|23.3
359|21.54
143|10.23
929|38.75
298|17.49
440|20.13
463|23.61
655|29.47
787|32.75
324|20.97
